SITE_ID,VISIT_NO,TAXANAME,ABUND,GENUS_CNT,SPECIES_CNT
NLA06608-0015,2,Moina,1,Moina,NA
NLA06608-0015,2,Temoridae,6,Eurytemora,NA
NLA06608-0015,2,Asplanchna,3,Asplanchna,NA
NLA06608-0015,2,Brachionus angularis,7,Brachionus,angularis
NLA06608-0015,2,Conochilidae,74,NA,NA
NLA06608-0015,2,Hexarthra,9,Hexarthra,mira
NLA06608-0015,2,Keratella cceo,1,Keratella,cceo
NLA06608-0015,2,Keratella quadrata,46,Keratella,quadrata f. valga
NLA06608-0015,2,Polyarthra,7,Polyarthra,NA
NLA06608-0015,2,Pompholyx,88,Pompholyx,sulcata
NLA06608-0015,2,Synchaeta,7,Synchaeta,NA
NLA06608-0015,2,Trichocerca,9,Trichocerca,NA
NLA06608-0015,2,Asplanchna,1,Asplanchna,NA
NLA06608-0015,2,Brachionus angularis,9,Brachionus,angularis
NLA06608-0015,2,Brachionus caudatus,1,Brachionus,caudatus
NLA06608-0015,2,Conochilidae,36,NA,NA
NLA06608-0015,2,Hexarthra,15,Hexarthra,mira
NLA06608-0015,2,Keratella quadrata,74,Keratella,quadrata f. valga
NLA06608-0015,2,Polyarthra,6,Polyarthra,NA
NLA06608-0015,2,Pompholyx,126,Pompholyx,sulcata
NLA06608-0015,2,Synchaeta,5,Synchaeta,NA
NLA06608-0015,2,Trichocerca,14,Trichocerca,NA
NLA06608-0016,1,UNID,1,NA,NA
NLA06608-0016,1,Chironomidae,1,NA,NA
NLA06608-0016,1,Chydoridae,10,NA,NA
NLA06608-0016,1,Cyclopidae,51,Mesocyclops,NA
NLA06608-0016,1,Macrothricidae,2,NA,NA
NLA06608-0016,1,Daphnia catawba/pulex complex,26,Daphnia,pulex
NLA06608-0016,1,Daphnia mendotae complex,46,Daphnia,mendotae
NLA06608-0016,1,Daphnia retrocurva,143,Daphnia,retrocurva
NLA06608-0016,1,Diaptomidae,116,NA,NA
NLA06608-0016,1,Eubosmina,79,Eubosmina,NA
NLA06608-0016,1,Leptodora,1,Leptodora,kindtii
NLA06608-0016,1,Bdelloidea,1,NA,NA
NLA06608-0016,1,Brachionus angularis,22,Brachionus,angularis
NLA06608-0016,1,Brachionus urceolaris complex,1,Brachionus,urceolaris
NLA06608-0016,1,Filinia,1,Filinia,NA
NLA06608-0016,1,Keratella cceo,7,Keratella,cceo
NLA06608-0016,1,Keratella quadrata,25,Keratella,quadrata
NLA06608-0016,1,Pompholyx,80,Pompholyx,NA
NLA06608-0016,1,Synchaeta,73,Synchaeta,NA
NLA06608-0016,1,Trichocerca,9,Trichocerca,NA
NLA06608-0016,2,Cyclopidae,24,Mesocyclops,NA
NLA06608-0016,2,Daphnia retrocurva,107,Daphnia,retrocurva
NLA06608-0016,2,Diaphanosoma,2,Diaphanosoma,NA
NLA06608-0016,2,Diaptomidae,65,NA,NA
NLA06608-0016,2,Eubosmina,20,Eubosmina,NA
NLA06608-0016,2,Chydoridae,1,NA,NA
NLA06608-0016,2,Cyclopidae,11,Mesocyclops,NA
NLA06608-0016,2,Daphnia retrocurva,99,Daphnia,retrocurva
NLA06608-0016,2,Diaptomidae,38,NA,NA
NLA06608-0016,2,Ergasilus,2,Ergasilus,NA
NLA06608-0016,2,Eubosmina,13,Eubosmina,NA
NLA06608-0016,2,Brachionus angularis,63,Brachionus,angularis
NLA06608-0016,2,Brachionus havanaensis,1,Brachionus,havanaensis
NLA06608-0016,2,Keratella cceo,9,Keratella,cceo
NLA06608-0016,2,Keratella quadrata,6,Keratella,quadrata
NLA06608-0016,2,Polyarthra,2,Polyarthra,NA
NLA06608-0016,2,Pompholyx,12,Pompholyx,NA
NLA06608-0016,2,Synchaeta,45,Synchaeta,NA
NLA06608-0016,2,Trichocerca,56,Trichocerca,NA
NLA06608-0016,2,Brachionus angularis,74,Brachionus,angularis
NLA06608-0016,2,Brachionus havanaensis,8,Brachionus,havanaensis
NLA06608-0016,2,Filinia,1,Filinia,NA
NLA06608-0016,2,Keratella cceo,3,Keratella,cceo
NLA06608-0016,2,Polyarthra,1,Polyarthra,NA
NLA06608-0016,2,Pompholyx,6,Pompholyx,NA
NLA06608-0016,2,Synchaeta,38,Synchaeta,NA
NLA06608-0016,2,Trichocerca,78,Trichocerca,NA
NLA06608-0019,1,Cyclopidae,5,Acanthocyclops,NA
NLA06608-0019,1,Daphnia catawba/pulex complex,75,Daphnia,pulex
NLA06608-0019,1,Diaptomidae,19,NA,NA
NLA06608-0019,1,Bdelloidea,1,NA,NA
NLA06608-0019,1,Brachionus urceolaris complex,1,Brachionus,rubens
NLA06608-0019,1,Brachionus urceolaris complex,21,Brachionus,variablis
NLA06608-0019,1,Conochilidae,1,NA,NA
NLA06608-0019,1,Keratella quadrata,2,Keratella,quadrata
NLA06608-0019,1,Trichocerca,1,Trichocerca,NA
NLA06608-0019,1,Tylotrocha,11,Tylotrocha,monopus
NLA06608-0019,2,Ceriodaphnia,10,Ceriodaphnia,NA
NLA06608-0019,2,Daphnia catawba/pulex complex,134,Daphnia,pulex
NLA06608-0019,2,Diaptomidae,176,NA,NA
NLA06608-0019,2,UNID,1,NA,NA
NLA06608-0019,2,Ceriodaphnia,4,Ceriodaphnia,NA
NLA06608-0019,2,Chaoborus albipes,1,Chaoborus,albipes
NLA06608-0019,2,Cyclopidae,1,NA,NA
NLA06608-0019,2,Daphnia catawba/pulex complex,49,Daphnia,pulex
NLA06608-0019,2,Diaptomidae,162,NA,NA
NLA06608-0019,2,Filinia,9,Filinia,NA
NLA06608-0019,2,Keratella quadrata,5,Keratella,quadrata
NLA06608-0019,2,Lecanidae,1,Monostyla,NA
NLA06608-0019,2,Conochilidae,2,NA,NA
NLA06608-0019,2,Filinia,148,Filinia,NA
NLA06608-0019,2,Keratella quadrata,3,Keratella,quadrata
NLA06608-0020,1,Ceriodaphnia,26,Ceriodaphnia,NA
NLA06608-0020,1,Chaoborus punctipennis,10,Chaoborus,punctipennis
NLA06608-0020,1,Cyclopidae,57,Mesocyclops,NA
NLA06608-0020,1,Daphnia ambigua,23,Daphnia,ambigua
NLA06608-0020,1,Daphnia parvula,22,Daphnia,parvula
NLA06608-0020,1,Diaphanosoma,12,Diaphanosoma,NA
NLA06608-0020,1,Diaptomidae,149,NA,NA
NLA06608-0020,1,Ergasilus,3,Ergasilus,NA
NLA06608-0020,1,Asplanchna,3,Asplanchna,NA
NLA06608-0020,1,Chaoborus,0,Chaoborus,NA
NLA06608-0020,1,Conochilidae,79,NA,NA
NLA06608-0020,1,Euchlanis,1,Euchlanis,NA
NLA06608-0020,1,Filinia,2,Filinia,NA
NLA06608-0020,1,Kellicottia bostoniensis,18,Kellicottia,bostonensis
NLA06608-0020,1,Keratella cceo,88,Keratella,cceo
NLA06608-0020,1,Lecanidae,1,Monostyla,NA
NLA06608-0020,1,Polyarthra,55,Polyarthra,NA
NLA06608-0020,1,Synchaeta,2,Synchaeta,NA
NLA06608-0020,2,Ceriodaphnia,29,Ceriodaphnia,NA
NLA06608-0020,2,Chaoborus punctipennis,20,Chaoborus,punctipennis
NLA06608-0020,2,Cyclopidae,40,Mesocyclops,NA
NLA06608-0020,2,Daphnia parvula,10,Daphnia,parvula
NLA06608-0020,2,Diaphanosoma,7,Diaphanosoma,NA
NLA06608-0020,2,Diaptomidae,113,NA,NA
NLA06608-0020,2,Ergasilus,2,Ergasilus,NA
NLA06608-0020,2,Ceriodaphnia,7,Ceriodaphnia,NA
NLA06608-0020,2,Chaoborus punctipennis,62,Chaoborus,punctipennis
NLA06608-0020,2,Cyclopidae,36,Mesocyclops,NA
NLA06608-0020,2,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-0020,2,Diaptomidae,107,NA,NA
NLA06608-0020,2,Ergasilus,1,Ergasilus,NA
NLA06608-0020,2,Asplanchna,3,Asplanchna,NA
NLA06608-0020,2,Brachionus angularis,42,Brachionus,angularis
NLA06608-0020,2,Chaoborus punctipennis,0,Chaoborus,punctipennis
NLA06608-0020,2,Conochilidae,110,NA,NA
NLA06608-0020,2,Kellicottia bostoniensis,4,Kellicottia,bostonensis
NLA06608-0020,2,Keratella cceo,17,Keratella,cceo
NLA06608-0020,2,Polyarthra,16,Polyarthra,NA
NLA06608-0020,2,Synchaeta,10,Synchaeta,NA
NLA06608-0020,2,Trichocerca,14,Trichocerca,NA
NLA06608-0020,2,Brachionus angularis,34,Brachionus,angularis
NLA06608-0020,2,Brachionus caudatus,4,Brachionus,caudatus
NLA06608-0020,2,Brachionus quadridentatus,1,Brachionus,quadridentatus
NLA06608-0020,2,Chaoborus punctipennis,0,Chaoborus,punctipennis
NLA06608-0020,2,Conochilidae,128,NA,NA
NLA06608-0020,2,Kellicottia bostoniensis,2,Kellicottia,bostonensis
NLA06608-0020,2,Keratella cceo,9,Keratella,cceo
NLA06608-0020,2,Polyarthra,4,Polyarthra,NA
NLA06608-0020,2,Synchaeta,10,Synchaeta,NA
NLA06608-0020,2,Trichocerca,6,Trichocerca,NA
NLA06608-0021,1,Bosmina,106,Bosmina,NA
NLA06608-0021,1,Centropagidae,13,Limnocalanus,macrurus
NLA06608-0021,1,Cercopagis,9,Cercopagis,pengoi
NLA06608-0021,1,Cyclopidae,4,Acanthocyclops,NA
NLA06608-0021,1,Cyclopidae,1,Mesocyclops,NA
NLA06608-0021,1,Daphnia,3,Daphnia,NA
NLA06608-0021,1,Diaphanosoma,2,Diaphanosoma,NA
NLA06608-0021,1,Diaptomidae,74,NA,NA
NLA06608-0021,1,Polyphemus,4,Polyphemus,pediculus
NLA06608-0021,1,UNID,3,NA,NA
NLA06608-0021,1,Asplanchna,3,Asplanchna,NA
NLA06608-0021,1,Conochilidae,78,NA,NA
NLA06608-0021,1,Kellicottia longispina,3,Kellicottia,longispina
NLA06608-0021,1,Keratella cceo,238,Keratella,cceo
NLA06608-0021,1,Pompholyx,10,Pompholyx,sulcata
NLA06608-0021,1,Trichocerca,1,Trichocerca,NA
NLA06608-0021,2,Bosmina,191,Bosmina,NA
NLA06608-0021,2,Centropagidae,5,Limnocalanus,macrurus
NLA06608-0021,2,Cercopagis,6,Cercopagis,pengoi
NLA06608-0021,2,Daphnia mendotae complex,44,Daphnia,mendotae
NLA06608-0021,2,Diaphanosoma,12,Diaphanosoma,NA
NLA06608-0021,2,Diaptomidae,76,NA,NA
NLA06608-0021,2,Polyphemus,2,Polyphemus,pediculus
NLA06608-0021,2,Asplanchna,23,Asplanchna,NA
NLA06608-0021,2,Conochilidae,207,NA,NA
NLA06608-0021,2,Kellicottia longispina,3,Kellicottia,longispina
NLA06608-0023,1,Ceriodaphnia,1,Ceriodaphnia,NA
NLA06608-0023,1,Cyclopidae,1,NA,NA
NLA06608-0023,1,Diaptomidae,32,NA,NA
NLA06608-0023,1,Brachionus angularis,2,Brachionus,angularis
NLA06608-0023,1,Brachionus urceolaris complex,1,Brachionus,urceolaris
NLA06608-0023,1,Conochilidae,1,NA,NA
NLA06608-0023,1,Keratella cceo,1,Keratella,cceo
NLA06608-0023,1,Polyarthra,1,Polyarthra,NA
NLA06608-0023,1,Trichocerca,5,Trichocerca,NA
NLA06608-0023,2,Bosmina,17,Bosmina,NA
NLA06608-0023,2,Ceriodaphnia,5,Ceriodaphnia,NA
NLA06608-0023,2,Cyclopidae,2,NA,NA
NLA06608-0023,2,Daphnia,1,Daphnia,NA
NLA06608-0023,2,Diaphanosoma,40,Diaphanosoma,NA
NLA06608-0023,2,Diaptomidae,51,NA,NA
NLA06608-0023,2,Brachionus caudatus,6,Brachionus,caudatus
NLA06608-0023,2,Brachionus havanaensis,1,Brachionus,havanaensis
NLA06608-0023,2,Conochilidae,211,NA,NA
NLA06608-0023,2,Euchlanis,1,Euchlanis,NA
NLA06608-0023,2,Keratella cceo,21,Keratella,cceo
NLA06608-0023,2,Lecanidae,3,Lecane,NA
NLA06608-0023,2,Ploesoma,1,Ploesoma,NA
NLA06608-0023,2,Polyarthra,2,Polyarthra,NA
NLA06608-0023,2,Trichocerca,2,Trichocerca,NA
NLA06608-0024,1,Ceriodaphnia,3,Ceriodaphnia,NA
NLA06608-0024,1,Chaoborus punctipennis,1,Chaoborus,punctipennis
NLA06608-0024,1,Cyclopidae,23,Mesocyclops,NA
NLA06608-0024,1,Cyclopidae,35,NA,NA
NLA06608-0024,1,Daphnia lumholtzi,47,Daphnia,lumholtzi
NLA06608-0024,1,Daphnia parvula,127,Daphnia,parvula
NLA06608-0024,1,Diaphanosoma,94,Diaphanosoma,NA
NLA06608-0024,1,Unionicola,1,Unionicola,NA
NLA06608-0024,1,Asplanchna,1,Asplanchna,NA
NLA06608-0024,1,Brachionus angularis,13,Brachionus,angularis
NLA06608-0024,1,Brachionus havanaensis,1,Brachionus,havanaensis
NLA06608-0024,1,Conochilidae,39,NA,NA
NLA06608-0024,1,Hexarthra,4,Hexarthra,mira
NLA06608-0024,1,Kellicottia bostoniensis,8,Kellicottia,bostonensis
NLA06608-0024,1,Polyarthra,3,Polyarthra,NA
NLA06608-0024,1,Synchaeta,3,Synchaeta,NA
NLA06608-0024,2,Chaoborus punctipennis,2,Chaoborus,punctipennis
NLA06608-0024,2,Cyclopidae,8,NA,NA
NLA06608-0024,2,Diaphanosoma,4,Diaphanosoma,NA
NLA06608-0024,2,Diaptomidae,1,NA,NA
NLA06608-0024,2,Brachionus havanaensis,1,Brachionus,havanaensis
NLA06608-0024,2,Polyarthra,1,Polyarthra,NA
NLA06608-0025,1,Bosmina,19,Bosmina,NA
NLA06608-0025,1,Ceriodaphnia,7,Ceriodaphnia,NA
NLA06608-0025,1,Cyclopidae,111,Mesocyclops,NA
NLA06608-0025,1,Cyclopidae,67,NA,NA
NLA06608-0025,1,Daphnia,7,Daphnia,NA
NLA06608-0025,1,Diaphanosoma,36,Diaphanosoma,NA
NLA06608-0025,1,Diaptomidae,136,NA,NA
NLA06608-0025,1,Holopedium amazonicum,184,Holopedium,amazonicum
NLA06608-0025,1,Asplanchna,2,Asplanchna,NA
NLA06608-0025,1,Collotheca,6,Collotheca,NA
NLA06608-0025,1,Conochilidae,1,NA,NA
NLA06608-0025,1,Kellicottia bostoniensis,31,Kellicottia,bostonensis
NLA06608-0025,1,Keratella cceo,5,Keratella,cceo
NLA06608-0025,1,Keratella cceo,6,Keratella,cceo
NLA06608-0025,1,Polyarthra,7,Polyarthra,NA
NLA06608-0025,1,Pompholyx,172,Pompholyx,sulcata
NLA06608-0025,1,Trichocerca,2,Trichocerca,NA
NLA06608-0025,2,UNID,2,NA,NA
NLA06608-0025,2,Ceriodaphnia,23,Ceriodaphnia,NA
NLA06608-0025,2,Cyclopidae,65,Mesocyclops,NA
NLA06608-0025,2,Cyclopidae,27,NA,NA
NLA06608-0025,2,Daphnia ambigua,10,Daphnia,ambigua
NLA06608-0025,2,Daphnia parvula,26,Daphnia,parvula
NLA06608-0025,2,Diaphanosoma,22,Diaphanosoma,NA
NLA06608-0025,2,Diaptomidae,48,NA,NA
NLA06608-0025,2,Holopedium amazonicum,4,Holopedium,amazonicum
NLA06608-0025,2,Asplanchna,1,Asplanchna,NA
NLA06608-0025,2,Brachionus angularis,2,Brachionus,angularis
NLA06608-0025,2,Brachionus caudatus,1,Brachionus,caudatus
NLA06608-0025,2,Collotheca,1,Collotheca,NA
NLA06608-0025,2,Conochilidae,12,NA,NA
NLA06608-0025,2,Hexarthra,2,Hexarthra,mira
NLA06608-0025,2,Kellicottia bostoniensis,19,Kellicottia,bostonensis
NLA06608-0025,2,Keratella cceo,16,Keratella,cceo
NLA06608-0025,2,Keratella cceo,13,Keratella,cceo
NLA06608-0025,2,Pompholyx,1,Pompholyx,sulcata
NLA06608-0025,2,Asplanchna,1,Asplanchna,NA
NLA06608-0025,2,Brachionus caudatus,1,Brachionus,caudatus
NLA06608-0025,2,Collotheca,2,Collotheca,NA
NLA06608-0025,2,Conochilidae,17,NA,NA
NLA06608-0025,2,Kellicottia bostoniensis,29,Kellicottia,bostonensis
NLA06608-0025,2,Keratella cceo,26,Keratella,cceo
NLA06608-0025,2,Polyarthra,4,Polyarthra,NA
NLA06608-0025,2,Pompholyx,7,Pompholyx,sulcata
NLA06608-0025,2,UNID,1,NA,NA
NLA06608-0025,2,Bosmina,1,Bosmina,NA
NLA06608-0025,2,Ceriodaphnia,31,Ceriodaphnia,NA
NLA06608-0025,2,Cyclopidae,79,Mesocyclops,NA
NLA06608-0025,2,Cyclopidae,68,NA,NA
NLA06608-0025,2,Daphnia ambigua,6,Daphnia,ambigua
NLA06608-0025,2,Daphnia mendotae complex,40,Daphnia,mendotae
NLA06608-0025,2,Diaphanosoma,33,Diaphanosoma,NA
NLA06608-0025,2,Diaptomidae,58,NA,NA
NLA06608-0025,2,Holopedium amazonicum,1,Holopedium,amazonicum
NLA06608-0029,1,Ceriodaphnia,10,Ceriodaphnia,NA
NLA06608-0029,1,Chydoridae,1,NA,NA
NLA06608-0029,1,Cyclopidae,19,NA,NA
NLA06608-0029,1,Daphnia parvula,18,Daphnia,parvula
NLA06608-0029,1,Diaphanosoma,35,Diaphanosoma,NA
NLA06608-0029,1,Diaptomidae,261,NA,NA
NLA06608-0029,1,Brachionus angularis,4,Brachionus,angularis
NLA06608-0029,1,Brachionus caudatus,2,Brachionus,caudatus
NLA06608-0029,1,Brachionus forficula,22,Brachionus,forficula
NLA06608-0029,1,Brachionus havanaensis,73,Brachionus,havanaensis
NLA06608-0029,1,Collotheca,1,Collotheca,NA
NLA06608-0029,1,Conochilidae,6,NA,NA
NLA06608-0029,1,Filinia,39,Filinia,NA
NLA06608-0029,1,Keratella cceo,48,Keratella,cceo
NLA06608-0029,1,Keratella cceo,1,Keratella,cceo
NLA06608-0029,1,Trichocerca,26,Trichocerca,NA
NLA06608-0029,2,Cyclopidae,2,NA,NA
NLA06608-0029,2,Daphnia,1,Daphnia,NA
NLA06608-0029,2,Diaphanosoma,10,Diaphanosoma,NA
NLA06608-0029,2,Diaptomidae,26,NA,NA
NLA06608-0029,2,Cyclopidae,5,NA,NA
NLA06608-0029,2,Diaphanosoma,17,Diaphanosoma,NA
NLA06608-0029,2,Diaptomidae,57,NA,NA
NLA06608-0029,2,Asplanchna,23,Asplanchna,NA
NLA06608-0029,2,Brachionus calyciflorus,76,Brachionus,calyciflorus
NLA06608-0029,2,Brachionus caudatus,23,Brachionus,caudatus
NLA06608-0029,2,Brachionus havanaensis,72,Brachionus,havanaensis
NLA06608-0029,2,Collotheca,1,Collotheca,NA
NLA06608-0029,2,Keratella cceo,2,Keratella,cceo
NLA06608-0029,2,Trichocerca,6,Trichocerca,NA
NLA06608-0029,2,Asplanchna,12,Asplanchna,NA
NLA06608-0029,2,Brachionus calyciflorus,76,Brachionus,calyciflorus
NLA06608-0029,2,Brachionus caudatus,17,Brachionus,caudatus
NLA06608-0029,2,Brachionus havanaensis,87,Brachionus,havanaensis
NLA06608-0029,2,Collotheca,1,Collotheca,NA
NLA06608-0029,2,Filinia,6,Filinia,NA
NLA06608-0029,2,Trichocerca,3,Trichocerca,NA
NLA06608-0031,1,Bosmina,1,Bosmina,NA
NLA06608-0031,1,Chydoridae,1,NA,NA
NLA06608-0031,1,Cyclopidae,36,NA,NA
NLA06608-0031,1,Daphnia ambigua,1,Daphnia,ambigua
NLA06608-0031,1,Daphnia parvula,98,Daphnia,parvula
NLA06608-0031,1,Diaphanosoma,23,Diaphanosoma,NA
NLA06608-0031,1,Diaptomidae,49,NA,NA
NLA06608-0031,1,Brachionus bidentata,1,Brachionus,bidentata
NLA06608-0031,1,Conochilidae,244,NA,NA
NLA06608-0031,1,Kellicottia bostoniensis,4,Kellicottia,bostonensis
NLA06608-0031,1,Polyarthra,6,Polyarthra,NA
NLA06608-0031,1,Synchaeta,2,Synchaeta,NA
NLA06608-0031,2,Bosmina,4,Bosmina,NA
NLA06608-0031,2,Ceriodaphnia,11,Ceriodaphnia,NA
NLA06608-0031,2,Cyclopidae,10,Diacyclops,NA
NLA06608-0031,2,Cyclopidae,9,Mesocyclops,NA
NLA06608-0031,2,Daphnia parvula,34,Daphnia,parvula
NLA06608-0031,2,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-0031,2,Diaptomidae,7,NA,NA
NLA06608-0031,2,Asplanchna,6,Asplanchna,NA
NLA06608-0031,2,Brachionus angularis,5,Brachionus,angularis
NLA06608-0031,2,Brachionus bidentata,1,Brachionus,bidentata
NLA06608-0031,2,Brachionus havanaensis,3,Brachionus,havanaensis
NLA06608-0031,2,Conochilidae,82,NA,NA
NLA06608-0031,2,Filinia,4,Filinia,NA
NLA06608-0031,2,Keratella cceo,2,Keratella,cceo
NLA06608-0031,2,Keratella cceo,1,Keratella,cceo
NLA06608-0031,2,Polyarthra,12,Polyarthra,NA
NLA06608-0031,2,Synchaeta,31,Synchaeta,NA
NLA06608-0033,1,UNID,14,NA,NA
NLA06608-0033,1,Ceriodaphnia,318,Ceriodaphnia,NA
NLA06608-0033,1,Chironomidae,4,NA,NA
NLA06608-0033,1,Chydoridae,1,NA,NA
NLA06608-0033,1,Cyclopidae,8,Macrocyclops,NA
NLA06608-0033,1,Diaphanosoma,14,Diaphanosoma,NA
NLA06608-0033,1,Hesperodiaptomus,4,Hesperodiaptomus,NA
NLA06608-0033,1,Temoridae,1,NA,NA
NLA06608-0033,1,Hexarthra,5,Hexarthra,NA
NLA06608-0033,1,Keratella cceo,1,Keratella,cceo
NLA06608-0033,1,Synchaeta,1,Synchaeta,NA
NLA06608-0033,2,UNID,5,NA,NA
NLA06608-0033,2,Ceriodaphnia,33,Ceriodaphnia,NA
NLA06608-0033,2,Chaoborus,1,Chaoborus,NA
NLA06608-0033,2,Chironomidae,1,NA,NA
NLA06608-0033,2,Cyclopidae,1,NA,NA
NLA06608-0033,2,Hesperodiaptomus,209,Hesperodiaptomus,NA
NLA06608-0033,2,Temoridae,5,NA,NA
NLA06608-0033,2,UNID,2,NA,NA
NLA06608-0033,2,Ceriodaphnia,8,Ceriodaphnia,NA
NLA06608-0033,2,Chaoborus,2,Chaoborus,NA
NLA06608-0033,2,Chydoridae,2,NA,NA
NLA06608-0033,2,Cyclopidae,6,NA,NA
NLA06608-0033,2,Daphnia,2,Daphnia,NA
NLA06608-0033,2,Hesperodiaptomus,138,Hesperodiaptomus,NA
NLA06608-0033,2,Chaoborus,0,Chaoborus,NA
NLA06608-0033,2,Keratella cceo,1,Keratella,cceo
NLA06608-0033,2,Keratella quadrata,193,Keratella,quadrata
NLA06608-0033,2,Polyarthra,1,Polyarthra,NA
NLA06608-0033,2,Keratella quadrata,193,Keratella,quadrata
NLA06608-0033,2,Lecanidae,1,Monostyla,NA
NLA06608-0036,1,Ceriodaphnia,95,Ceriodaphnia,NA
NLA06608-0036,1,Chaoborus punctipennis,2,Chaoborus,punctipennis
NLA06608-0036,1,Cyclopidae,60,Mesocyclops,NA
NLA06608-0036,1,Daphnia mendotae complex,8,Daphnia,mendotae
NLA06608-0036,1,Daphnia parvula,19,Daphnia,parvula
NLA06608-0036,1,Diaphanosoma,40,Diaphanosoma,NA
NLA06608-0036,1,Diaptomidae,42,NA,NA
NLA06608-0036,1,Acari,0,NA,NA
NLA06608-0036,1,Bdelloidea,1,NA,NA
NLA06608-0036,1,Brachionus forficula,1,Brachionus,forficula
NLA06608-0036,1,Chaoborus,0,Chaoborus,NA
NLA06608-0036,1,Conochilidae,159,NA,NA
NLA06608-0036,1,Filinia,1,Filinia,NA
NLA06608-0036,1,Hexarthra,4,Hexarthra,NA
NLA06608-0036,1,Kellicottia bostoniensis,8,Kellicottia,bostonensis
NLA06608-0036,1,Keratella cceo,22,Keratella,cceo
NLA06608-0036,1,Platyias,1,Platyias,patulus
NLA06608-0036,1,Polyarthra,2,Polyarthra,NA
NLA06608-0036,1,Trichocerca,3,Trichocerca,NA
NLA06608-0036,2,Bosmina,1,Bosmina,NA
NLA06608-0036,2,Ceriodaphnia,107,Ceriodaphnia,NA
NLA06608-0036,2,Chaoborus punctipennis,22,Chaoborus,punctipennis
NLA06608-0036,2,Cyclopidae,37,Mesocyclops,NA
NLA06608-0036,2,Daphnia ambigua,8,Daphnia,ambigua
NLA06608-0036,2,Daphnia parvula,25,Daphnia,parvula
NLA06608-0036,2,Diaphanosoma,35,Diaphanosoma,NA
NLA06608-0036,2,Diaptomidae,65,NA,NA
NLA06608-0036,2,Bosmina,1,Bosmina,NA
NLA06608-0036,2,Ceriodaphnia,111,Ceriodaphnia,NA
NLA06608-0036,2,Cyclopidae,54,Mesocyclops,NA
NLA06608-0036,2,Daphnia ambigua,40,Daphnia,ambigua
NLA06608-0036,2,Daphnia parvula,18,Daphnia,parvula
NLA06608-0036,2,Diaphanosoma,31,Diaphanosoma,NA
NLA06608-0036,2,Diaptomidae,60,NA,NA
NLA06608-0036,2,Ascomorpha,4,Ascomorpha,NA
NLA06608-0036,2,Conochilidae,176,NA,NA
NLA06608-0036,2,Kellicottia bostoniensis,10,Kellicottia,bostonensis
NLA06608-0036,2,Keratella cceo,7,Keratella,cceo
NLA06608-0036,2,Lecanidae,1,Lecane,NA
NLA06608-0036,2,Platyias,4,Platyias,patulus
NLA06608-0036,2,Polyarthra,2,Polyarthra,NA
NLA06608-0036,2,Trichocerca,4,Trichocerca,NA
NLA06608-0036,2,Conochilidae,167,NA,NA
NLA06608-0036,2,Hexarthra,5,Hexarthra,NA
NLA06608-0036,2,Kellicottia bostoniensis,6,Kellicottia,bostonensis
NLA06608-0036,2,Keratella cceo,11,Keratella,cceo
NLA06608-0036,2,Lecanidae,1,Lecane,NA
NLA06608-0036,2,Polyarthra,5,Polyarthra,NA
NLA06608-0036,2,Trichocerca,2,Trichocerca,NA
NLA06608-0037,1,UNID,1,NA,NA
NLA06608-0037,1,Bosmina,1,Bosmina,longirostris
NLA06608-0037,1,Ceriodaphnia,219,Ceriodaphnia,NA
NLA06608-0037,1,Chaoborus punctipennis,1,Chaoborus,punctipennis
NLA06608-0037,1,Chydoridae,1,Alonella,NA
NLA06608-0037,1,Cyclopidae,1,Mesocyclops,edax
NLA06608-0037,1,Cyclopidae,12,Ectocyclops,NA
NLA06608-0037,1,Cyclopidae,4,NA,NA
NLA06608-0037,1,Daphnia ambigua,10,Daphnia,ambigua
NLA06608-0037,1,Daphnia laevis,6,Daphnia,laevis
NLA06608-0037,1,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-0037,1,Diaptomidae,5,NA,NA
NLA06608-0037,1,Asplanchna,11,Asplanchna,NA
NLA06608-0037,1,Conochilidae,479,NA,NA
NLA06608-0037,1,Kellicottia bostoniensis,16,Kellicottia,bostoniensis
NLA06608-0037,1,Kellicottia longispina,1,Kellicottia,longispina
NLA06608-0037,1,Keratella cceo,15,Keratella,cceo
NLA06608-0037,1,Polyarthra,5,Polyarthra,NA
NLA06608-0037,1,Trichocerca,22,Trichocerca,NA
NLA06608-0037,2,Bosmina,9,Eubosmina,NA
NLA06608-0037,2,Ceriodaphnia,171,Ceriodaphnia,NA
NLA06608-0037,2,Chaoborus punctipennis,5,Chaoborus,punctipennis
NLA06608-0037,2,Chydoridae,4,Alonella,NA
NLA06608-0037,2,Cyclopidae,6,NA,NA
NLA06608-0037,2,Daphnia catawba/pulex complex,5,Daphnia,pules
NLA06608-0037,2,Diaphanosoma,4,Diaphanosoma,NA
NLA06608-0037,2,Diaptomidae,15,NA,NA
NLA06608-0037,2,Asplanchna,15,Asplanchna,NA
NLA06608-0037,2,Collothecidae,5,NA,NA
NLA06608-0037,2,Conochilidae,53,NA,NA
NLA06608-0037,2,Kellicottia bostoniensis,24,Kellicottia,bostoniensis
NLA06608-0037,2,Kellicottia longispina,1,Kellicottia,longispina
NLA06608-0037,2,Keratella cceo,126,Keratella,cceo
NLA06608-0037,2,Polyarthra,8,Polyarthra,NA
